observation,id,year,risk_ordered,risk_binary,stock_holding,risk_ratio,age,income,retired,education_uni,education_year12,education_year11,education_year10,married,gender,children
4194,105250,2006,1,0,0,0,44,85392,0,0,0,1,0,1,1,0
4195,105255,2006,1,0,0,0,53,128000,0,1,0,0,0,1,1,0
4196,105260,2006,1,0,0,0,45,56403,0,0,0,0,1,1,1,0
4197,105265,2006,1,0,0,0,33,58519,0,0,1,0,0,1,1,0
4198,105291,2006,2,1,1,0,48,76000,0,0,0,0,1,1,1,0
4199,105293,2006,1,0,0,0,56,45198,0,1,0,0,0,0,0,2
4200,105299,2006,1,0,0,0,59,157091,0,0,0,0,1,1,1,2
4201,105303,2006,1,0,0,1,68,21680,1,0,0,0,1,0,0,0
4202,105321,2006,1,0,0,0,49,43062,0,0,1,0,0,0,0,0
4203,105322,2006,2,1,1,0,50,75000,0,0,0,0,1,0,1,0
4204,105328,2006,1,0,0,1,45,83628,0,0,1,0,0,1,1,0
4205,105331,2006,1,0,0,0,40,110930,0,1,0,0,0,1,1,0
4206,105336,2006,2,1,1,0,43,101530,0,1,0,0,0,1,1,0
4207,105339,2006,2,1,1,1,36,102011,0,0,1,0,0,1,1,0
4208,105340,2006,1,0,0,0,52,78420,0,0,0,0,1,1,1,0
4209,105342,2006,1,0,0,0,29,51912,0,0,1,0,0,0,0,0
4210,105359,2006,1,0,0,1,43,116000,0,0,0,0,1,1,1,0
4211,105364,2006,1,0,0,0,57,10920,1,0,0,0,1,0,0,0
4212,105372,2006,2,1,1,1,50,159000,0,0,0,1,0,1,1,0
4213,105380,2006,1,0,0,0,64,13000,1,0,0,0,0,0,1,0
4214,105387,2006,2,1,1,0,55,74400,0,0,0,1,0,0,0,1
4215,105397,2006,1,0,0,0,53,78060,0,0,1,0,0,1,1,0
4216,105399,2006,2,1,1,1,41,57400,0,0,1,0,0,0,1,0
4217,105402,2006,2,1,1,1,63,67330,0,1,0,0,0,1,1,0
4218,105408,2006,3,1,1,0,33,171200,0,0,1,0,0,1,1,0
4219,105411,2006,2,1,1,1,53,189654,0,1,0,0,0,1,1,1
4220,105426,2006,4,1,1,1,58,123884,0,0,0,0,1,1,1,0
4221,105430,2006,1,0,0,0,68,15130,1,0,1,0,0,0,0,0
4222,105439,2006,4,1,1,1,46,103228,0,0,1,0,0,1,1,0
4223,105449,2006,2,1,1,0,33,105697,0,1,0,0,0,0,1,0
4224,105451,2006,1,0,0,0,59,41400,1,1,0,0,0,1,0,0
4225,105454,2006,2,1,1,0,65,10400,1,0,0,0,1,1,1,0
4226,105461,2006,2,1,1,0,32,65374,0,0,0,1,0,0,0,0
4227,105463,2006,2,1,1,0,34,43774,0,1,0,0,0,1,1,0
4228,105465,2006,2,1,1,0,42,64036,0,0,0,0,1,1,1,0
4229,105471,2006,2,1,1,1,55,131405,0,0,1,0,0,1,1,0
4230,105472,2006,2,1,1,0,25,32000,0,1,0,0,0,0,1,0
4231,105479,2006,2,1,1,0,58,24200,0,1,0,0,0,1,1,0
4232,105481,2006,3,1,1,1,51,116350,0,1,0,0,0,1,1,0
4233,105485,2006,2,1,1,0,37,85892,0,0,1,0,0,1,1,0
4234,105491,2006,1,0,0,0,44,83920,0,0,0,0,1,1,1,0
4235,105496,2006,2,1,1,1,69,49150,0,1,0,0,0,1,1,0
4236,105498,2006,2,1,1,0,51,86000,0,1,0,0,0,1,1,0
4237,105501,2006,1,0,0,1,45,99856,0,0,0,0,0,1,1,0
4238,105506,2006,2,1,1,0,53,61943,0,1,0,0,0,0,0,0
4239,105507,2006,2,1,1,0,38,70335,0,0,1,0,0,1,1,0
4240,105518,2006,3,1,1,0,59,230194,0,0,1,0,0,1,1,1
4241,105523,2006,2,1,1,0,65,47620,1,1,0,0,0,1,1,0
4242,105531,2006,1,0,0,0,58,75200,0,0,1,0,0,0,0,0
4243,105534,2006,1,0,0,0,69,68230,1,0,0,0,0,1,1,0
4244,105538,2006,1,0,0,0,47,81039,0,1,0,0,0,1,1,0
4245,105541,2006,2,1,1,1,70,41000,1,1,0,0,0,1,1,0
4246,105546,2006,2,1,1,0,49,50000,0,1,0,0,0,0,0,0
4247,105547,2006,2,1,1,0,34,36920,0,0,1,0,0,1,1,0
4248,105553,2006,2,1,1,0,61,71235,0,0,0,0,1,0,0,0
4249,105555,2006,2,1,1,1,39,211555,0,0,1,0,0,1,1,0
4250,105565,2006,2,1,1,1,59,95196,0,1,0,0,0,1,1,1
4251,105570,2006,1,0,0,0,65,91150,1,1,0,0,0,0,1,0
4252,105579,2006,2,1,1,1,63,5400,1,0,0,0,0,1,1,0
4253,105583,2006,1,0,0,0,41,55948,0,0,0,0,0,1,1,1
4254,105605,2006,2,1,1,0,59,52000,0,1,0,0,0,1,1,0
4255,105611,2006,2,1,1,0,48,94552,0,0,1,0,0,0,0,0
4256,105622,2006,2,1,1,1,70,22828,1,0,0,0,0,0,1,0
4257,105624,2006,2,1,1,0,47,81351,0,0,0,1,0,1,1,2
4258,105629,2006,1,0,0,0,25,20000,0,0,1,0,0,0,0,0
4259,105633,2006,1,0,0,0,63,26055,1,0,0,0,1,0,0,0
4260,105644,2006,2,1,1,0,29,89879,0,0,0,1,0,1,1,0
4261,105645,2006,2,1,1,1,44,211000,0,1,0,0,0,1,1,0
4262,105646,2006,2,1,1,1,48,108100,0,0,0,1,0,0,0,0
4263,105651,2006,1,0,0,0,74,22710,1,0,0,0,0,1,1,0
4264,105654,2006,2,1,1,0,60,383451,0,0,0,1,0,1,1,0
4265,105665,2006,2,1,1,1,68,93506,1,1,0,0,0,1,1,0
4266,105667,2006,2,1,1,0,37,216300,0,1,0,0,0,1,1,0
4267,105668,2006,1,0,0,0,47,136950,0,0,0,1,0,1,1,1
4268,105675,2006,1,0,0,0,71,15756,1,0,0,0,0,0,0,0
4269,105678,2006,1,0,0,0,47,27528,0,0,0,0,0,0,1,0
4270,105685,2006,1,0,0,0,69,54648,1,0,0,0,0,1,1,0
4271,105692,2006,1,0,0,0,70,14690,1,0,0,0,0,0,1,0
4272,105695,2006,1,0,0,1,74,16584,1,0,1,0,0,0,1,0
4273,105709,2006,1,0,0,0,71,25584,1,0,1,0,0,1,1,0
4274,105716,2006,2,1,1,1,28,44780,0,0,1,0,0,0,1,0
4275,105718,2006,1,0,0,0,73,11357,1,0,0,0,1,1,0,0
4276,105720,2006,2,1,1,0,45,85556,0,0,0,0,1,1,1,1
4277,105729,2006,1,0,0,1,59,75864,1,0,0,0,1,1,1,1
4278,105732,2006,1,0,0,0,70,27220,1,0,0,0,1,0,0,0
4279,105741,2006,2,1,1,0,57,69400,0,0,1,0,0,1,1,0
4280,105743,2006,1,0,0,0,45,26028,0,0,0,0,0,0,0,0
4281,105747,2006,1,0,0,0,33,29000,0,0,0,1,0,0,0,0
4282,105750,2006,1,0,0,0,74,12800,1,0,0,0,0,0,1,0
4283,105753,2006,2,1,1,1,44,232600,0,1,0,0,0,1,1,1
4284,105758,2006,1,0,0,0,42,103411,0,0,0,0,0,1,1,1
4285,105771,2006,1,0,0,0,35,60474,0,1,0,0,0,1,1,0
4286,105774,2006,2,1,1,1,43,103814,0,0,0,0,1,1,1,0
4287,105777,2006,2,1,1,0,62,48320,1,0,1,0,0,1,1,0
4288,105778,2006,3,1,1,0,30,179250,0,1,0,0,0,1,1,0
4289,105782,2006,2,1,1,0,70,166116,0,0,0,0,0,0,1,0
4290,105785,2006,1,0,0,1,58,46580,1,0,0,0,1,1,1,0
4291,105787,2006,2,1,1,1,38,98000,0,1,0,0,0,1,1,0
4292,105790,2006,1,0,0,0,69,20800,1,0,0,0,0,1,1,0
4293,105795,2006,1,0,0,1,69,38956,1,0,0,0,0,1,1,0
4294,105806,2006,2,1,1,1,47,130490,0,0,0,1,0,1,1,3
4295,105812,2006,1,0,0,0,40,114400,0,0,1,0,0,0,1,0
4296,105820,2006,2,1,1,0,64,50290,0,0,0,0,0,1,1,0
4297,105823,2006,3,1,1,0,48,809072,0,1,0,0,0,1,1,1
4298,105826,2006,3,1,1,1,53,65200,0,1,0,0,0,1,1,0
4299,105831,2006,1,0,0,0,43,39029,0,1,0,0,0,0,0,0
4300,105861,2006,3,1,1,0,55,58897,0,0,1,0,0,1,0,2
4301,105872,2006,2,1,1,0,42,80000,0,0,1,0,0,0,1,0
4302,105878,2006,1,0,0,0,52,97000,0,0,0,1,0,1,1,0
4303,105907,2006,2,1,1,0,46,68140,0,1,0,0,0,0,1,0
4304,105910,2006,2,1,1,1,55,82200,0,0,0,0,1,1,1,0
4305,105914,2006,2,1,1,0,45,132584,0,0,1,0,0,1,1,0
4306,105918,2006,1,0,0,0,62,8066,0,0,1,0,0,0,0,0
4307,105923,2006,1,0,0,0,45,95300,0,0,0,0,1,1,1,0
4308,105927,2006,2,1,1,0,48,111543,0,1,0,0,0,1,1,0
4309,105934,2006,1,0,0,0,40,54762,0,0,0,0,1,1,1,0
4310,105938,2006,2,1,1,1,56,66000,0,0,1,0,0,0,1,0
4311,105940,2006,1,0,0,0,44,97832,0,0,0,0,1,1,1,2
4312,105945,2006,1,0,0,0,64,34115,1,0,0,0,0,1,1,0
4313,105946,2006,1,0,0,0,60,13754,0,0,0,0,1,0,0,0
4314,105956,2006,2,1,1,0,61,171100,1,0,0,0,1,0,0,0
4315,105977,2006,2,1,1,0,33,40000,0,0,1,0,0,0,1,0
4316,105983,2006,1,0,0,1,65,24215,0,1,0,0,0,0,0,0
4317,105984,2006,3,1,1,0,63,47501,0,1,0,0,0,1,1,0
4318,105997,2006,2,1,1,0,44,118696,0,1,0,0,0,1,1,0
4319,106006,2006,1,0,0,1,40,71676,0,0,0,0,1,1,1,1
4320,106023,2006,1,0,0,0,44,79556,0,0,0,0,1,1,1,1
4321,106032,2006,1,0,0,0,72,53380,1,0,0,0,0,1,1,0
4322,106037,2006,1,0,0,0,52,42000,0,0,0,0,1,0,1,0
4323,106038,2006,3,1,1,1,30,116338,0,0,1,0,0,1,1,0
4324,106042,2006,2,1,1,0,64,10700,1,0,0,0,0,0,1,0
4325,106043,2006,3,1,1,0,45,98620,0,0,0,1,0,0,1,0
4326,106045,2006,2,1,1,0,58,161999,0,0,1,0,0,1,1,0
4327,106047,2006,1,0,0,0,29,77937,0,0,1,0,0,1,1,0
4328,106048,2006,2,1,1,0,61,23356,1,0,0,0,1,0,1,0
4329,106051,2006,4,1,1,1,45,90724,0,1,0,0,0,1,1,0
4330,106054,2006,2,1,1,0,40,81295,0,0,0,0,1,1,1,1
4331,106070,2006,2,1,1,0,37,125000,0,0,1,0,0,1,1,0
4332,106074,2006,1,0,0,0,31,66960,0,0,1,0,0,1,1,0
4333,106080,2006,1,0,0,0,69,31004,1,0,0,0,1,0,1,0
4334,106082,2006,1,0,0,0,61,38480,0,0,0,0,0,0,0,0
4335,106093,2006,2,1,1,0,26,50000,0,1,0,0,0,0,0,0
4336,106102,2006,2,1,1,0,50,95405,0,0,0,0,1,1,1,0
4337,106108,2006,1,0,0,0,47,17492,0,0,0,0,1,0,1,0
4338,106119,2006,1,0,0,0,50,98476,0,1,0,0,0,1,1,1
4339,106122,2006,2,1,1,0,41,133996,0,0,0,1,0,1,1,1
4340,106127,2006,2,1,1,1,52,40344,0,0,1,0,0,1,1,0
4341,106136,2006,2,1,1,1,59,58000,1,0,1,0,0,0,0,0
4342,106151,2006,2,1,1,0,36,47000,0,1,0,0,0,0,0,0
4343,106152,2006,2,1,1,0,25,50000,0,1,0,0,0,0,1,0
4344,106160,2006,1,0,0,0,59,95000,0,0,0,0,1,1,1,0
4345,106169,2006,1,0,0,0,51,89058,0,1,0,0,0,1,1,2
4346,106175,2006,2,1,1,0,58,28653,0,1,0,0,0,1,1,0
4347,106179,2006,2,1,1,1,48,92200,0,0,0,0,1,1,1,0
4348,106188,2006,2,1,1,0,66,70200,0,1,0,0,0,1,1,0
4349,106190,2006,2,1,1,1,66,72585,0,0,0,1,0,1,1,0
4350,106194,2006,1,0,0,0,35,12887,0,0,0,0,1,0,0,0
4351,106198,2006,2,1,1,1,56,203350,0,1,0,0,0,1,1,0
4352,106199,2006,2,1,1,1,74,21380,1,0,0,0,0,0,0,0
4353,106218,2006,2,1,1,1,41,87805,0,0,0,0,0,1,1,1
4354,106225,2006,2,1,1,1,36,112000,0,0,1,0,0,1,1,0
4355,106233,2006,2,1,1,0,49,229623,0,1,0,0,0,1,1,1
4356,106236,2006,1,0,0,0,47,83156,0,0,0,0,1,1,1,0
4357,106241,2006,2,1,1,0,69,18600,1,1,0,0,0,0,1,0
4358,106243,2006,4,1,1,0,62,103022,0,0,0,0,0,1,1,1
4359,106252,2006,2,1,1,0,49,56750,0,0,1,0,0,1,1,1
4360,106261,2006,2,1,1,0,68,31408,1,0,0,0,1,1,1,0
4361,106262,2006,2,1,1,0,26,88708,0,0,1,0,0,1,1,0
4362,106265,2006,1,0,0,0,59,22860,1,0,0,0,1,0,0,0
4363,106278,2006,1,0,0,1,54,63191,0,0,0,0,0,0,0,0
4364,106288,2006,2,1,1,1,66,45700,0,1,0,0,0,1,1,0
4365,106295,2006,2,1,1,0,33,81378,0,0,1,0,0,1,1,0
4366,106298,2006,1,0,0,0,55,43233,1,0,0,0,0,1,1,0
4367,106300,2006,2,1,1,0,72,25630,0,0,0,0,1,0,1,0
4368,106301,2006,2,1,1,1,60,148991,0,1,0,0,0,1,1,0
4369,106304,2006,2,1,1,0,28,109908,0,1,0,0,0,1,1,0
4370,106305,2006,2,1,1,0,61,72800,1,0,0,0,1,1,1,0
4371,106316,2006,3,1,1,0,49,57000,0,0,0,0,1,1,1,0
4372,106318,2006,2,1,1,1,59,145900,0,0,0,1,0,1,1,0
4373,106322,2006,2,1,1,0,43,55400,0,0,0,0,1,1,1,1
4374,106333,2006,2,1,1,0,36,191000,0,1,0,0,0,1,1,0
4375,106343,2006,3,1,1,0,51,154025,0,0,1,0,0,1,1,1
4376,106358,2006,2,1,1,1,64,56000,1,0,0,0,0,1,1,0
4377,106360,2006,1,0,0,0,31,66150,0,1,0,0,0,1,1,0
4378,106368,2006,2,1,1,0,30,60200,0,0,0,0,1,1,1,0
4379,106370,2006,1,0,0,0,53,7503,0,0,0,0,0,0,1,1
4380,106378,2006,2,1,1,0,36,90178,0,1,0,0,0,1,1,0
4381,106380,2006,1,0,0,0,50,94644,0,0,0,0,0,1,1,0
4382,106381,2006,1,0,0,0,41,64036,0,0,1,0,0,0,0,1
4383,106384,2006,2,1,1,0,71,12948,1,0,0,1,0,0,1,0
4384,106392,2006,2,1,1,1,68,340634,1,0,0,0,1,1,1,0
4385,106397,2006,2,1,1,0,33,18000,0,1,0,0,0,0,0,0
4386,106401,2006,3,1,1,1,40,311766,0,1,0,0,0,1,1,0
4387,106402,2006,1,0,0,0,45,123902,0,0,0,0,1,1,1,1
4388,106404,2006,1,0,0,0,42,122446,0,1,0,0,0,1,1,0
4389,106407,2006,2,1,1,0,38,17820,0,0,0,1,0,0,1,0
4390,106415,2006,2,1,1,0,33,51105,0,1,0,0,0,0,0,0
4391,106419,2006,1,0,0,0,41,117586,0,0,1,0,0,1,1,0
4392,106429,2006,3,1,1,0,29,68102,0,0,0,0,1,1,1,0
4393,106430,2006,1,0,0,0,33,17820,0,0,0,1,0,0,0,0
4394,106432,2006,1,0,0,0,57,38400,0,0,0,1,0,1,1,0
4395,106437,2006,2,1,1,0,46,110000,0,1,0,0,0,1,1,0
4396,106449,2006,1,0,0,0,74,12208,1,1,0,0,0,1,1,0
4397,106453,2006,2,1,1,0,53,55708,0,0,0,0,1,1,1,0
4398,106460,2006,1,0,0,0,46,19127,0,0,0,0,0,0,0,0
4399,106470,2006,2,1,1,0,53,29540,0,1,0,0,0,0,0,0
4400,106471,2006,2,1,1,0,49,44000,0,1,0,0,0,0,0,0
4401,106474,2006,1,0,0,0,47,44509,0,0,1,0,0,0,1,1
4402,106482,2006,1,0,0,1,73,33698,1,0,0,1,0,0,0,0
4403,106491,2006,1,0,0,0,54,107605,0,0,0,0,1,1,1,0
4404,106495,2006,2,1,1,1,71,57400,1,1,0,0,0,1,1,0
4405,106497,2006,1,0,0,0,32,45000,0,0,1,0,0,0,1,0
4406,106499,2006,1,0,0,0,37,99032,0,0,0,0,1,1,1,0
4407,106502,2006,1,0,0,0,46,38274,0,0,1,0,0,0,0,0
4408,106512,2006,1,0,0,0,62,31500,0,0,0,0,0,0,0,0
4409,106514,2006,4,1,1,0,46,231995,0,0,0,1,0,1,1,0
4410,106521,2006,2,1,1,0,33,77000,0,0,0,0,1,0,1,0
4411,106531,2006,2,1,1,0,37,57032,0,0,0,0,1,1,1,0
4412,106536,2006,2,1,1,0,40,100500,0,1,0,0,0,1,1,0
4413,106543,2006,1,0,0,0,33,88000,0,1,0,0,0,1,1,0
4414,106549,2006,3,1,1,1,60,126000,1,1,0,0,0,1,1,0
4415,106556,2006,3,1,1,1,31,139372,0,0,1,0,0,1,1,0
4416,106565,2006,1,0,0,0,65,24284,1,0,0,0,0,1,1,0
4417,106568,2006,2,1,1,0,40,30371,0,0,0,1,0,1,1,1
4418,106571,2006,1,0,0,1,60,52000,1,0,0,0,1,0,1,0
4419,106572,2006,1,0,0,0,38,93322,0,0,0,0,1,1,1,0
4420,106577,2006,1,0,0,0,65,44740,0,0,0,0,1,0,1,0
4421,106579,2006,1,0,0,1,70,42472,1,1,0,0,0,1,1,0
4422,106581,2006,2,1,1,0,42,91000,0,0,1,0,0,0,1,0
4423,106584,2006,4,1,1,1,47,203600,0,1,0,0,0,1,1,0
4424,106588,2006,1,0,0,1,67,29954,1,0,0,0,0,1,1,0
4425,106602,2006,1,0,0,0,70,54000,1,0,0,0,1,1,1,0
4426,106604,2006,2,1,1,0,54,175040,0,1,0,0,0,1,1,0
4427,106621,2006,2,1,1,0,45,254237,0,1,0,0,0,1,1,1
4428,106626,2006,2,1,1,0,66,47844,1,0,0,0,0,1,1,0
4429,106628,2006,2,1,1,0,44,262646,0,0,1,0,0,1,1,0
4430,106633,2006,1,0,0,1,31,67694,0,0,1,0,0,1,1,0
4431,106635,2006,1,0,0,0,37,84566,0,0,0,0,1,1,1,0
4432,106639,2006,2,1,1,0,47,89423,0,0,1,0,0,0,1,1
4433,106647,2006,1,0,0,0,69,22840,1,0,0,1,0,1,1,0
4434,106655,2006,2,1,1,0,35,22000,0,0,0,0,1,0,1,0
4435,106656,2006,2,1,1,0,34,52000,0,0,1,0,0,0,0,0
4436,106659,2006,1,0,0,0,74,40488,0,0,0,1,0,1,1,0
4437,106663,2006,3,1,1,1,61,156611,0,0,1,0,0,0,1,0
4438,106666,2006,1,0,0,0,39,60360,0,0,1,0,0,1,1,0
4439,106680,2006,2,1,1,0,50,73000,0,0,0,0,1,1,1,0
4440,106689,2006,1,0,0,1,64,54274,0,0,1,0,0,1,1,1
4441,106709,2006,2,1,1,0,35,69022,0,0,1,0,0,1,1,0
4442,106713,2006,2,1,1,0,45,41030,0,0,1,0,0,0,0,0
4443,106714,2006,2,1,1,0,66,63400,1,0,0,1,0,1,1,0
4444,106716,2006,4,1,1,1,31,170310,0,1,0,0,0,1,1,0
4445,106717,2006,1,0,0,0,49,64800,0,0,0,0,1,0,1,0
4446,106730,2006,2,1,1,1,71,1000,1,0,0,0,0,1,1,0
4447,106735,2006,1,0,0,0,44,94185,0,0,1,0,0,1,1,1
4448,106738,2006,2,1,1,0,50,125450,0,1,0,0,0,1,1,1
4449,106742,2006,3,1,1,0,47,265000,0,1,0,0,0,1,1,0
4450,106748,2006,1,0,0,0,47,45800,0,1,0,0,0,0,0,0
4451,106756,2006,2,1,1,0,49,106340,0,0,0,0,1,1,1,1
4452,106768,2006,2,1,1,1,45,85360,0,0,1,0,0,1,1,0
4453,106787,2006,2,1,1,0,58,42000,0,0,0,1,0,1,1,0
4454,106793,2006,2,1,1,0,52,55000,0,0,0,0,1,0,1,0
4455,106798,2006,3,1,1,1,61,111000,0,0,1,0,0,1,1,0
4456,106801,2006,3,1,1,0,37,69448,0,0,1,0,0,1,1,0
4457,106805,2006,1,0,0,0,37,28035,0,0,0,0,0,0,1,0
4458,106816,2006,2,1,1,0,56,145500,0,0,0,0,1,1,1,0
4459,106818,2006,1,0,0,0,26,76343,0,0,1,0,0,1,1,0
4460,106829,2006,1,0,0,1,72,168961,0,0,0,0,0,1,1,0
4461,106836,2006,2,1,1,0,54,85878,0,0,0,0,0,1,1,0
4462,106840,2006,2,1,1,0,52,196500,0,0,1,0,0,1,1,0
4463,106846,2006,1,0,0,0,32,117010,0,0,1,0,0,1,1,0
4464,106847,2006,1,0,0,0,68,12948,1,0,0,1,0,0,0,0
4465,106848,2006,1,0,0,0,59,95000,0,1,0,0,0,1,1,0
4466,106852,2006,1,0,0,0,46,107490,0,0,0,0,0,1,1,0
4467,106856,2006,1,0,0,0,34,75094,0,0,0,0,1,1,1,0
4468,106857,2006,2,1,1,1,66,22500,1,1,0,0,0,0,0,0
4469,106862,2006,2,1,1,1,61,106040,0,0,1,0,0,1,1,0
4470,106865,2006,1,0,0,0,58,126031,0,0,0,0,1,1,1,0
4471,106881,2006,1,0,0,0,26,50000,0,1,0,0,0,1,1,0
4472,106882,2006,2,1,1,0,42,119510,0,0,0,1,0,1,1,1
4473,106890,2006,2,1,1,0,38,56182,0,0,0,1,0,1,1,0
4474,106894,2006,2,1,1,0,49,58000,0,0,0,0,1,0,0,0
4475,106895,2006,1,0,0,0,50,117000,0,1,0,0,0,0,0,0
4476,106898,2006,2,1,1,0,66,83189,1,0,0,0,0,1,1,0
4477,106900,2006,1,0,0,0,36,76890,0,0,0,0,1,1,1,0
4478,106902,2006,2,1,1,0,68,41665,1,0,1,0,0,1,1,0
4479,106915,2006,2,1,1,1,44,86956,0,1,0,0,0,1,1,0
4480,106918,2006,2,1,1,0,38,66370,0,0,0,0,1,1,1,0
4481,106932,2006,2,1,1,0,49,190190,0,0,0,0,1,1,1,1
4482,106943,2006,1,0,0,0,27,30752,0,0,0,1,0,0,0,0
4483,106944,2006,1,0,0,0,30,64500,0,0,1,0,0,0,1,0
4484,106946,2006,1,0,0,0,73,13990,1,0,0,0,0,0,0,0
4485,106949,2006,2,1,1,1,55,179854,0,1,0,0,0,1,1,0
4486,106953,2006,2,1,1,0,29,53107,0,0,0,1,0,1,1,0
4487,106956,2006,2,1,1,0,52,88453,0,1,0,0,0,0,1,0
4488,106967,2006,2,1,1,1,63,298000,1,1,0,0,0,1,1,0
4489,106969,2006,1,0,0,1,54,54000,0,0,1,0,0,0,0,0
4490,106970,2006,2,1,1,0,70,12896,1,0,0,0,1,0,1,0
4491,106986,2006,1,0,0,0,61,90000,0,0,1,0,0,1,1,0
4492,106992,2006,1,0,0,0,28,77283,0,0,1,0,0,0,0,0
4493,107002,2006,2,1,1,0,40,103500,0,0,0,0,1,1,1,0
4494,107011,2006,1,0,0,0,69,3299,1,1,0,0,0,0,0,0
4495,107012,2006,1,0,0,1,60,105706,0,1,0,0,0,1,1,1
4496,107019,2006,1,0,0,1,65,26340,1,0,0,0,0,1,1,0
4497,107022,2006,2,1,1,0,25,66366,0,1,0,0,0,1,1,0
4498,107024,2006,1,0,0,0,52,102000,0,0,0,0,1,1,1,0
4499,107032,2006,3,1,1,1,65,200829,1,0,1,0,0,1,1,0
4500,107035,2006,2,1,1,1,61,33000,0,1,0,0,0,0,0,0
4501,107038,2006,2,1,1,1,53,166310,0,1,0,0,0,1,1,0
4502,107047,2006,1,0,0,0,57,33000,0,0,0,0,1,0,1,0
4503,107051,2006,1,0,0,1,43,57530,0,0,0,0,1,0,0,0
4504,107052,2006,1,0,0,0,41,71300,0,0,0,0,1,0,1,0
4505,107056,2006,2,1,1,1,57,87200,0,0,0,0,1,0,1,0
4506,107060,2006,2,1,1,0,36,85020,0,1,0,0,0,1,1,0
4507,107062,2006,1,0,0,0,43,82576,0,1,0,0,0,1,1,0
4508,107068,2006,2,1,1,0,44,141120,0,1,0,0,0,0,0,0
4509,107069,2006,2,1,1,1,58,88052,0,0,0,0,0,1,1,0
4510,107082,2006,2,1,1,0,43,50656,0,0,0,0,1,1,1,0
4511,107086,2006,2,1,1,1,65,121522,0,0,0,0,1,0,1,0
4512,107101,2006,2,1,1,0,50,39623,1,0,0,0,0,0,0,2
4513,107115,2006,1,0,0,0,49,78500,0,0,0,0,0,1,1,0
4514,107124,2006,4,1,1,0,36,94880,0,0,0,1,0,1,1,0
4515,107128,2006,2,1,1,1,70,15409,1,0,0,0,0,0,0,0
4516,107129,2006,1,0,0,0,42,84684,0,0,0,0,1,1,1,1
4517,107135,2006,2,1,1,0,53,99736,0,0,1,0,0,1,1,1
4518,107147,2006,1,0,0,0,70,24840,1,0,0,0,0,1,1,0
4519,107153,2006,1,0,0,0,41,73561,0,0,0,0,1,0,1,0
4520,107158,2006,1,0,0,0,51,52000,0,0,0,0,1,1,1,0
4521,107165,2006,2,1,1,0,46,28000,0,0,0,1,0,0,1,0
4522,107170,2006,1,0,0,0,59,80000,0,1,0,0,0,0,0,0
4523,107171,2006,4,1,1,1,42,85300,0,0,1,0,0,0,1,0
4524,107172,2006,2,1,1,1,40,155000,0,1,0,0,0,1,1,0
4525,107177,2006,1,0,0,0,46,120000,0,0,0,1,0,1,1,1
4526,107191,2006,1,0,0,1,69,55700,0,0,0,0,1,1,1,0
4527,107193,2006,2,1,1,1,38,305000,0,1,0,0,0,0,1,0
4528,107197,2006,2,1,1,0,58,40000,0,0,0,0,1,0,0,0
4529,107200,2006,1,0,0,1,48,96977,0,0,0,1,0,1,1,1
4530,107207,2006,1,0,0,0,31,164066,0,0,0,1,0,1,1,0
4531,107214,2006,2,1,1,0,43,108996,0,0,0,0,1,1,1,0
4532,107219,2006,1,0,0,0,72,28748,1,0,0,0,1,1,1,0
4533,107221,2006,1,0,0,0,45,32116,0,0,0,1,0,1,1,0
4534,107240,2006,1,0,0,0,67,30212,1,0,0,0,1,1,1,0
4535,107259,2006,2,1,1,0,40,57000,0,1,0,0,0,0,1,0
4536,107267,2006,2,1,1,0,52,120387,0,1,0,0,0,1,1,0
4537,107272,2006,2,1,1,0,52,100200,0,0,0,1,0,0,1,0
4538,107279,2006,1,0,0,1,47,102020,0,0,1,0,0,1,1,0
4539,107282,2006,1,0,0,0,66,36186,1,0,0,0,0,1,1,1
4540,107298,2006,1,0,0,1,47,106304,0,1,0,0,0,1,1,0
4541,107313,2006,1,0,0,0,51,21259,1,0,0,0,0,0,0,0
4542,107316,2006,1,0,0,0,49,121500,0,1,0,0,0,1,1,0
4543,107329,2006,2,1,1,1,50,95000,0,1,0,0,0,0,1,0
4544,107339,2006,2,1,1,0,33,44100,0,1,0,0,0,0,0,0
4545,107348,2006,3,1,1,1,53,45280,0,1,0,0,0,0,1,0
4546,107353,2006,2,1,1,0,41,128292,0,1,0,0,0,1,1,2
4547,107359,2006,2,1,1,0,53,61000,0,0,1,0,0,1,1,0
4548,107361,2006,2,1,1,0,27,31600,0,0,1,0,0,0,1,0
4549,107367,2006,2,1,1,0,40,204292,0,0,1,0,0,1,1,0
4550,107373,2006,2,1,1,0,61,68000,0,0,0,0,0,1,1,0
4551,107379,2006,1,0,0,0,58,101363,0,1,0,0,0,1,1,0
4552,107383,2006,2,1,1,0,34,225000,0,1,0,0,0,1,1,0
4553,107392,2006,1,0,0,0,37,93556,0,0,0,0,1,1,1,0
4554,107395,2006,2,1,1,1,48,104000,0,0,0,0,1,1,1,0
4555,107403,2006,3,1,1,1,42,400000,0,1,0,0,0,1,1,0
4556,107409,2006,1,0,0,0,26,44945,0,0,0,0,1,0,0,0
4557,107411,2006,2,1,1,0,42,83000,0,0,0,0,1,1,1,0
4558,107440,2006,2,1,1,0,27,47232,0,1,0,0,0,1,1,0
4559,107442,2006,2,1,1,0,73,80810,0,1,0,0,0,1,1,0
